class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,population,habitat,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Black,Numerous,Meadows,
Poisonious,Convex,Scaly,White,TRUE,Pungent,Free,Close,Narrow,White,Scattered,Grasses,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Brown,Numerous,Meadows,
Edible,Sunken,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Pink,Several,Urban,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Bell,Scaly,White,TRUE,Anise,Free,Close,Broad,Brown,Numerous,Meadows,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Gray,Scattered,Meadows,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,Gray,Scattered,Grasses,
Edible,Convex,Scaly,Brown,TRUE,Anise,Free,Close,Broad,Brown,Solitary,Paths,
Edible,Flat,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Pink,Solitary,Urban,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Gray,Solitary,Urban,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Meadows,
Edible,Bell,Scaly,White,TRUE,Anise,Free,Close,Broad,Black,Scattered,Grasses,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,Gray,Scattered,Meadows,
Edible,Bell,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Gray,Numerous,Meadows,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Pink,Scattered,Grasses,
Edible,Flat,Smooth,yellow,TRUE,Almond,Free,Crowded,Narrow,Pink,Several,Woods,
Poisonious,Convex,Scaly,White,TRUE,Pungent,Free,Close,Narrow,Pink,Scattered,Grasses,
Edible,Convex,Fibrous,White,FALSE,None,Free,Crowded,Broad,Black,Abundant,Grasses,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,White,Scattered,Grasses,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Crowded,Narrow,White,Several,Woods,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,Gray,Scattered,Grasses,
Edible,Convex,Fibrous,Brown,TRUE,None,Free,Close,Broad,Pink,Solitary,Woods,
Edible,Bell,Scaly,White,TRUE,Anise,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Meadows,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Pink,Solitary,Grasses,
Edible,Convex,Fibrous,White,FALSE,None,Free,Crowded,Broad,Brown,Scattered,Grasses,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Close,Broad,White,Scattered,Grasses,
Poisonious,Convex,Scaly,White,TRUE,Pungent,Free,Close,Narrow,Brown,Several,Grasses,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Convex,Fibrous,White,TRUE,Almond,Free,Crowded,Narrow,Pink,Several,Woods,
Edible,Bell,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Gray,Numerous,Grasses,
Poisonious,Convex,Scaly,White,TRUE,Pungent,Free,Close,Narrow,Black,Several,Urban,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Crowded,Narrow,White,Several,Woods,
Edible,Convex,Scaly,White,TRUE,Almond,Free,Close,Broad,Black,Numerous,Meadows,
Edible,Convex,Fibrous,White,TRUE,Anise,Free,Crowded,Narrow,Brown,Several,Woods,
Edible,Flat,Smooth,White,TRUE,Anise,Free,Crowded,Narrow,White,Several,Woods,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Flat,Fibrous,yellow,TRUE,Almond,Free,Crowded,Narrow,White,Several,Woods,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,White,Scattered,Grasses,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Meadows,
Edible,Convex,Scaly,Brown,TRUE,Anise,Free,Close,Broad,Pink,Scattered,Paths,
Edible,Bell,Scaly,White,TRUE,Anise,Free,Close,Broad,Black,Numerous,Grasses,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Meadows,
Poisonious,Convex,Scaly,Brown,TRUE,Pungent,Free,Close,Narrow,Brown,Several,Urban,
Edible,Bell,Smooth,yellow,TRUE,Anise,Free,Close,Broad,White,Numerous,Grasses,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,Gray,Numerous,Grasses,
Poisonious,Convex,Scaly,Brown,TRUE,Pungent,Free,Close,Narrow,White,Several,Urban,
Edible,Bell,Smooth,White,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Meadows,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,White,Numerous,Meadows,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Grasses,
Edible,Convex,Fibrous,Brown,TRUE,None,Free,Close,Broad,Pink,Solitary,Woods,
Edible,Convex,Scaly,Brown,TRUE,Almond,Free,Close,Broad,White,Solitary,Grasses,
Edible,Bell,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Gray,Several,Urban,
Edible,Convex,Scaly,Brown,TRUE,Anise,Free,Close,Broad,Brown,Solitary,Grasses,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,Black,Scattered,Grasses,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,Brown,Numerous,Grasses,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Gray,Scattered,Meadows,
Edible,Flat,Fibrous,yellow,TRUE,Almond,Free,Crowded,Narrow,Pink,Several,Woods,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Gray,Scattered,Grasses,
Edible,Convex,Fibrous,Brown,FALSE,None,Free,Crowded,Broad,Brown,Abundant,Grasses,
Edible,Convex,Fibrous,yellow,TRUE,Anise,Free,Crowded,Narrow,Brown,Several,Woods,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Brown,Numerous,Meadows,
Edible,Flat,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Brown,Scattered,Grasses,
Edible,Convex,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Gray,Solitary,Urban,
Edible,Flat,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Chocolate,Abundant,Grasses,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Pink,Scattered,Paths,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,Black,Scattered,Grasses,
Edible,Bell,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,White,Scattered,Paths,
Edible,Sunken,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Gray,Several,Urban,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Convex,Scaly,Brown,TRUE,Pungent,Free,Close,Narrow,Black,Scattered,Urban,
Edible,Convex,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Pink,Solitary,Paths,
Edible,Convex,Scaly,yellow,TRUE,Almond,Free,Close,Broad,White,Scattered,Grasses,
Edible,Convex,Fibrous,Brown,FALSE,None,Free,Crowded,Broad,Chocolate,Scattered,Grasses,
Edible,Convex,Fibrous,Brown,FALSE,None,Free,Crowded,Broad,Pink,Abundant,Grasses,
Edible,Flat,Smooth,Brown,FALSE,None,Free,Crowded,Broad,Black,Abundant,Grasses,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Paths,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,White,Numerous,Grasses,
Edible,Flat,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Pink,Several,Urban,
Edible,Convex,Scaly,yellow,TRUE,Almond,Free,Close,Broad,White,Scattered,Paths,
Edible,Convex,Fibrous,yellow,TRUE,Almond,Free,Crowded,Narrow,Pink,Several,Woods,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Gray,Numerous,Grasses,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Brown,Scattered,Grasses,
Edible,Convex,Scaly,yellow,TRUE,Almond,Free,Close,Broad,White,Scattered,Grasses,
Edible,Flat,Scaly,Brown,TRUE,Anise,Free,Close,Broad,Brown,Solitary,Grasses,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,White,Scattered,Meadows,
Edible,Sunken,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Brown,Solitary,Urban,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Bell,Smooth,White,TRUE,Anise,Free,Close,Broad,Brown,Numerous,Grasses,
Edible,Sunken,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Black,Solitary,Urban,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Numerous,Meadows,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Black,Numerous,Grasses,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Black,Scattered,Grasses,
Poisonious,Convex,Scaly,Brown,TRUE,Pungent,Free,Close,Narrow,Pink,Scattered,Urban,
Edible,Convex,Smooth,White,FALSE,None,Free,Crowded,Broad,Black,Scattered,Grasses,
Edible,Convex,Scaly,White,TRUE,Almond,Free,Close,Broad,White,Scattered,Meadows,
Edible,Bell,Smooth,White,TRUE,Almond,Free,Close,Broad,Gray,Numerous,Grasses,
Edible,Convex,Fibrous,Brown,TRUE,None,Free,Close,Broad,Brown,Solitary,Woods,
Poisonious,Convex,Smooth,Brown,TRUE,Pungent,Free,Close,Narrow,White,Scattered,Urban,
Edible,Convex,Scaly,Brown,TRUE,Anise,Free,Close,Broad,White,Solitary,Paths,
Edible,Convex,Smooth,Brown,FALSE,None,Free,Crowded,Broad,Brown,Abundant,Grasses,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Numerous,Meadows,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,White,Numerous,Meadows,
Edible,Bell,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Meadows,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Meadows,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,Brown,Numerous,Grasses,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Black,Several,Urban,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,White,Scattered,Grasses,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Chocolate,Abundant,Grasses,
Edible,Convex,Smooth,White,TRUE,Anise,Free,Close,Broad,Black,Numerous,Meadows,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,White,Scattered,Meadows,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Brown,Several,Urban,
Poisonious,Convex,Smooth,Brown,TRUE,Pungent,Free,Close,Narrow,Pink,Scattered,Urban,
Edible,Bell,Scaly,White,TRUE,Anise,Free,Close,Broad,White,Numerous,Grasses,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,Brown,Numerous,Meadows,
Poisonious,Convex,Scaly,Brown,TRUE,Pungent,Free,Close,Narrow,Pink,Several,Urban,
Edible,Bell,Smooth,yellow,TRUE,Anise,Free,Close,Broad,White,Scattered,Meadows,
Edible,Convex,Smooth,White,TRUE,Anise,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Meadows,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Numerous,Grasses,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,Gray,Scattered,Meadows,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,Gray,Scattered,Grasses,
Edible,Convex,Scaly,Brown,TRUE,Anise,Free,Close,Broad,White,Solitary,Paths,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,White,Scattered,Meadows,
Edible,Convex,Smooth,Brown,FALSE,None,Free,Crowded,Broad,Brown,Scattered,Grasses,
Edible,Convex,Scaly,Brown,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Paths,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Solitary,Grasses,
Poisonious,Convex,Scaly,Brown,TRUE,Pungent,Free,Close,Narrow,Black,Several,Grasses,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,White,Numerous,Grasses,
Edible,Convex,Fibrous,White,TRUE,Anise,Free,Crowded,Narrow,Pink,Several,Woods,
Poisonious,Convex,Smooth,Brown,TRUE,Pungent,Free,Close,Narrow,White,Scattered,Urban,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Black,Numerous,Grasses,
Edible,Flat,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Chocolate,Abundant,Grasses,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,White,Scattered,Meadows,
Poisonious,Convex,Scaly,Brown,TRUE,Pungent,Free,Close,Narrow,Pink,Scattered,Urban,
Edible,Flat,Scaly,Brown,TRUE,Anise,Free,Close,Broad,White,Scattered,Grasses,
Edible,Convex,Smooth,White,TRUE,Anise,Free,Close,Broad,Brown,Numerous,Meadows,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Crowded,Narrow,Brown,Several,Woods,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Brown,Solitary,Paths,
Edible,Bell,Smooth,White,TRUE,Almond,Free,Close,Broad,Black,Numerous,Meadows,
Edible,Convex,Smooth,White,FALSE,None,Free,Crowded,Broad,Pink,Abundant,Grasses,
Edible,Flat,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Brown,Several,Urban,
Edible,Convex,Scaly,White,TRUE,Almond,Free,Close,Broad,Gray,Scattered,Grasses,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Solitary,Grasses,
Edible,Bell,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Gray,Scattered,Grasses,
Edible,Bell,Smooth,yellow,TRUE,Anise,Free,Close,Broad,White,Scattered,Grasses,
Edible,Flat,Smooth,White,TRUE,Anise,Free,Crowded,Narrow,Brown,Several,Woods,
Edible,Bell,Smooth,White,TRUE,Almond,Free,Close,Broad,White,Numerous,Meadows,
Edible,Convex,Fibrous,yellow,TRUE,Almond,Free,Crowded,Narrow,Brown,Several,Woods,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Meadows,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Black,Numerous,Meadows,
Edible,Convex,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Pink,Solitary,Paths,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Meadows,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,Gray,Scattered,Meadows,
Edible,Convex,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Pink,Solitary,Paths,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,Brown,Numerous,Meadows,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Close,Broad,White,Numerous,Meadows,
Edible,Convex,Scaly,Brown,TRUE,Anise,Free,Close,Broad,Pink,Scattered,Grasses,
Edible,Convex,Smooth,White,TRUE,Anise,Free,Close,Broad,Brown,Numerous,Grasses,
Edible,Flat,Scaly,Brown,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Bell,Smooth,White,TRUE,Anise,Free,Close,Broad,White,Scattered,Meadows,
Edible,Convex,Fibrous,Brown,TRUE,None,Free,Close,Broad,Brown,Solitary,Woods,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Bell,Smooth,White,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Grasses,
Edible,Bell,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Meadows,
Edible,Convex,Fibrous,yellow,TRUE,Anise,Free,Crowded,Narrow,Pink,Several,Woods,
Edible,Bell,Smooth,White,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Meadows,
Edible,Convex,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Chocolate,Abundant,Grasses,
Edible,Bell,Smooth,White,TRUE,Almond,Free,Close,Broad,Black,Numerous,Grasses,
Edible,Bell,Smooth,yellow,TRUE,Anise,Free,Close,Broad,White,Scattered,Meadows,
Edible,Flat,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Brown,Solitary,Paths,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,White,Solitary,Paths,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Flat,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Bell,Smooth,White,TRUE,Almond,Free,Close,Broad,Gray,Scattered,Grasses,
Edible,Convex,Scaly,yellow,TRUE,Almond,Free,Close,Broad,White,Numerous,Meadows,
Edible,Convex,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Black,Several,Urban,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Pink,Solitary,Grasses,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,Gray,Numerous,Meadows,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Grasses,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Grasses,
Edible,Flat,Scaly,yellow,TRUE,Almond,Free,Close,Broad,White,Scattered,Paths,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Grasses,
Edible,Convex,Scaly,White,TRUE,Almond,Free,Close,Broad,White,Numerous,Meadows,
Edible,Flat,Fibrous,White,TRUE,Almond,Free,Crowded,Narrow,Brown,Several,Woods,
Edible,Sunken,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Black,Solitary,Urban,
Edible,Flat,Smooth,yellow,TRUE,Anise,Free,Crowded,Narrow,Brown,Several,Woods,
Edible,Flat,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Black,Solitary,Urban,
Edible,Convex,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Pink,Solitary,Urban,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,White,Numerous,Grasses,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Crowded,Narrow,Pink,Several,Woods,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Meadows,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Gray,Scattered,Grasses,
Edible,Flat,Smooth,White,TRUE,Anise,Free,Crowded,Narrow,Pink,Several,Woods,
Edible,Flat,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Gray,Solitary,Urban,
Edible,Flat,Smooth,White,TRUE,Almond,Free,Crowded,Narrow,White,Several,Woods,
Edible,Flat,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Pink,Solitary,Grasses,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,White,Scattered,Meadows,
Edible,Sunken,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Pink,Solitary,Urban,
Edible,Convex,Scaly,Brown,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Paths,
Edible,Convex,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Paths,
Edible,Flat,Fibrous,yellow,TRUE,Almond,Free,Crowded,Narrow,Brown,Several,Woods,
Poisonious,Flat,Smooth,Brown,TRUE,Pungent,Free,Close,Narrow,Pink,Scattered,Grasses,
Poisonious,Convex,Smooth,Brown,TRUE,Pungent,Free,Close,Narrow,Black,Several,Urban,
Edible,Flat,Scaly,Brown,TRUE,Anise,Free,Close,Broad,White,Scattered,Paths,
Edible,Convex,Scaly,yellow,TRUE,Almond,Free,Close,Broad,White,Scattered,Grasses,
Edible,Bell,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Black,Numerous,Meadows,
Edible,Flat,Fibrous,White,FALSE,None,Free,Crowded,Broad,Chocolate,Abundant,Grasses,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Pink,Scattered,Grasses,
Edible,Convex,Scaly,White,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Bell,Smooth,yellow,TRUE,Anise,Free,Close,Broad,White,Numerous,Meadows,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,White,Numerous,Grasses,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Gray,Numerous,Grasses,
Edible,Convex,Smooth,White,TRUE,Anise,Free,Close,Broad,Gray,Numerous,Meadows,
Edible,Bell,Smooth,yellow,TRUE,Almond,Free,Close,Broad,White,Scattered,Meadows,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,White,Scattered,Grasses,
Poisonious,Convex,Smooth,Brown,TRUE,Pungent,Free,Close,Narrow,Brown,Several,Grasses,
Edible,Convex,Smooth,Gray,FALSE,None,Free,Crowded,Broad,Pink,Scattered,Grasses,
Edible,Flat,Smooth,Brown,FALSE,None,Free,Crowded,Broad,Pink,Abundant,Grasses,
Edible,Convex,Fibrous,White,TRUE,Almond,Free,Crowded,Narrow,Brown,Several,Woods,
Edible,Flat,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Pink,Several,Urban,
Edible,Flat,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Black,Solitary,Urban,
Edible,Bell,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Black,Scattered,Grasses,
Edible,Convex,Fibrous,White,TRUE,Almond,Free,Crowded,Narrow,Brown,Several,Woods,
Edible,Sunken,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Brown,Several,Urban,
Edible,Convex,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Black,Several,Urban,
Edible,Convex,Fibrous,White,FALSE,None,Free,Crowded,Broad,Chocolate,Abundant,Grasses,
Edible,Convex,Scaly,Brown,TRUE,Anise,Free,Close,Broad,Brown,Solitary,Paths,
Edible,Bell,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Black,Numerous,Grasses,
Edible,Convex,Scaly,White,TRUE,Anise,Free,Close,Broad,Black,Scattered,Grasses,
Edible,Convex,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Black,Numerous,Grasses,
Edible,Convex,Smooth,White,TRUE,Anise,Free,Close,Broad,White,Numerous,Meadows,
Edible,Bell,Smooth,White,TRUE,Anise,Free,Close,Broad,Brown,Scattered,Grasses,
Edible,Flat,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Convex,Smooth,Brown,TRUE,Pungent,Free,Close,Narrow,Brown,Scattered,Urban,
Edible,Flat,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Brown,Solitary,Urban,
Edible,Bell,Smooth,yellow,TRUE,Anise,Free,Close,Broad,White,Scattered,Grasses,
Edible,Flat,Scaly,Brown,TRUE,Almond,Free,Close,Broad,White,Scattered,Paths,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Convex,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Black,Solitary,Urban,
Edible,Flat,Scaly,yellow,TRUE,Almond,Free,Close,Broad,White,Solitary,Paths,
Edible,Convex,Scaly,Brown,TRUE,Almond,Free,Close,Broad,Brown,Solitary,Paths,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Grasses,
Poisonious,Convex,Scaly,White,TRUE,Pungent,Free,Close,Narrow,Brown,Scattered,Grasses,
Edible,Flat,Scaly,Brown,TRUE,Anise,Free,Close,Broad,White,Solitary,Paths,
Poisonious,Flat,Smooth,Brown,TRUE,Pungent,Free,Close,Narrow,Black,Scattered,Grasses,
Edible,Convex,Fibrous,White,FALSE,None,Free,Crowded,Broad,Black,Scattered,Grasses,
Edible,Bell,Scaly,White,TRUE,Almond,Free,Close,Broad,Black,Scattered,Meadows,
Edible,Sunken,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Pink,Several,Urban,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Gray,Scattered,Meadows,
Edible,Flat,Smooth,White,TRUE,Almond,Free,Crowded,Narrow,Pink,Several,Woods,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Brown,Scattered,Meadows,
Edible,Flat,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Pink,Scattered,Grasses,
Poisonious,Convex,Scaly,White,TRUE,Pungent,Free,Close,Narrow,Brown,Scattered,Grasses,
Edible,Convex,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Pink,Scattered,Grasses,
Edible,Flat,Fibrous,Brown,FALSE,None,Free,Crowded,Broad,Brown,Abundant,Grasses,
Edible,Convex,Smooth,White,TRUE,Almond,Free,Close,Broad,White,Scattered,Meadows,
Edible,Bell,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Gray,Scattered,Meadows,
Edible,Flat,Fibrous,Gray,FALSE,None,Free,Close,Narrow,Gray,Several,Urban,
Edible,Convex,Fibrous,yellow,TRUE,Anise,Free,Crowded,Narrow,Pink,Several,Woods,
Edible,Convex,Smooth,yellow,TRUE,Almond,Free,Close,Broad,Gray,Numerous,Meadows,
Edible,Flat,Fibrous,Brown,FALSE,None,Free,Close,Narrow,Brown,Solitary,Urban,
Edible,Convex,Fibrous,Gray,FALSE,None,Free,Crowded,Broad,Chocolate,Scattered,Grasses,
Edible,Convex,Scaly,yellow,TRUE,Anise,Free,Close,Broad,Pink,Scattered,Paths,
Edible,Flat,Smooth,White,TRUE,Anise,Free,Crowded,Narrow,Pink,Several,Woods,
Edible,Convex,Smooth,yellow,TRUE,Anise,Free,Close,Broad,Black,Scattered,Grasses,
Edible,Flat,Scaly,yellow,TRUE,Almond,Free,Close,Broad,Pink,Solitary,Paths,
Poisonious,Convex,Scaly,Brown,TRUE,Pungent,Free,Close,Narrow,Black,Several,Urban,
Edible,Convex,Fibrous,White,TRUE,Anise,Free,Crowded,Narrow,White,Several,Woods,
