class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,,,,,,,,,,
Edible,Bell,Smooth,yellow,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Smooth,yellow,True,Anise,Free
Edible,Convex,Fibrous,yellow,True,Anise,Free,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,,,,,,Fibrous,yellow,True,Anise,Free
Edible,Bell,Scaly,yellow,True,Almond,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,yellow,True,Almond,Free
Edible,Flat,Scaly,yellow,True,Anise,Free,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,,,,,,Scaly,yellow,True,Anise,Free
Edible,Bell,Scaly,White,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Scaly,White,True,Anise,Free
Edible,Bell,Scaly,White,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Scaly,White,True,Almond,Free
Edible,Bell,Scaly,yellow,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,yellow,True,Almond,Free
Edible,Convex,Scaly,yellow,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Scaly,yellow,True,Anise,Free
Edible,Bell,Smooth,yellow,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Smooth,yellow,True,Anise,Free
Poisonious,Convex,Scaly,White,True,Pungent,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Scaly,White,True,Pungent,Free
Edible,Sunken,Fibrous,Brown,False,None,Free,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u,,,,,,Fibrous,Brown,False,None,Free
Edible,Flat,Fibrous,Brown,False,None,Free,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Smooth,yellow,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Smooth,yellow,True,Almond,Free
Edible,Flat,Scaly,Brown,True,Almond,Free,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,,,,,,Scaly,Brown,True,Almond,Free
Poisonious,Convex,Scaly,White,True,Pungent,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,White,True,Pungent,Free
Edible,Bell,Smooth,White,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Smooth,White,True,Anise,Free
Edible,Flat,Fibrous,Gray,False,None,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Fibrous,Gray,False,None,Free
Edible,Bell,Scaly,yellow,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Scaly,yellow,True,Anise,Free
Edible,Convex,Scaly,Brown,True,Almond,Free,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,,,,,,Scaly,Brown,True,Almond,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Convex,Smooth,White,True,Anise,Free,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Smooth,White,True,Anise,Free
Edible,Bell,Smooth,White,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Smooth,White,True,Anise,Free
Edible,Flat,Smooth,yellow,True,Almond,Free,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Smooth,yellow,True,Almond,Free
Edible,Convex,Smooth,yellow,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Smooth,yellow,True,Almond,Free
Edible,Flat,Fibrous,Gray,False,None,Free,c,n,g,e,e,s,s,w,w,p,w,o,p,n,y,u,,,,,,Fibrous,Gray,False,None,Free
Edible,Bell,Smooth,yellow,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Smooth,yellow,True,Almond,Free
Edible,Convex,Smooth,White,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Scaly,White,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Scaly,White,True,Anise,Free
Edible,Flat,Smooth,White,True,Almond,Free,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Smooth,White,True,Almond,Free
Edible,Convex,Scaly,yellow,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,yellow,True,Anise,Free
Edible,Bell,Smooth,White,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Smooth,White,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,,,,,,Smooth,White,True,Almond,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Flat,Scaly,Brown,True,Anise,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,,,,,,Scaly,Brown,True,Anise,Free
Poisonious,Convex,Smooth,White,True,Pungent,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Smooth,White,True,Pungent,Free
Edible,Bell,Smooth,White,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Smooth,White,True,Almond,Free
Edible,Bell,Smooth,White,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Smooth,White,True,Almond,Free
Edible,Bell,Scaly,White,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Scaly,White,True,Anise,Free
Edible,Bell,Scaly,White,True,Almond,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,,,,,,Scaly,White,True,Almond,Free
Edible,Convex,Smooth,yellow,True,Almond,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Smooth,yellow,True,Almond,Free
Edible,Bell,Smooth,White,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Fibrous,yellow,True,Almond,Free,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Fibrous,yellow,True,Almond,Free
Edible,Convex,Fibrous,Gray,False,None,Free,c,n,n,e,e,s,s,w,w,p,w,o,p,n,y,u,,,,,,Fibrous,Gray,False,None,Free
Edible,Flat,Scaly,yellow,True,Almond,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,,,,,,Scaly,yellow,True,Almond,Free
Edible,Bell,Smooth,White,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Smooth,yellow,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Smooth,yellow,True,Almond,Free
Edible,Convex,Scaly,yellow,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,yellow,True,Almond,Free
Edible,Convex,Scaly,White,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,White,True,Anise,Free
Edible,Sunken,Fibrous,Gray,False,None,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Fibrous,Gray,False,None,Free
Edible,Convex,Smooth,White,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Smooth,White,True,Almond,Free
Poisonious,Convex,Smooth,White,True,Pungent,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g,,,,,,Smooth,White,True,Pungent,Free
Edible,Convex,Scaly,yellow,True,Almond,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g,,,,,,Scaly,yellow,True,Almond,Free
Edible,Flat,Fibrous,White,True,Almond,Free,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Fibrous,White,True,Almond,Free
Edible,Convex,Scaly,White,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Scaly,White,True,Anise,Free
Edible,Bell,Scaly,White,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,White,True,Anise,Free
Edible,Convex,Smooth,White,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Smooth,White,True,Almond,Free
Edible,Convex,Smooth,yellow,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Smooth,yellow,True,Almond,Free
Poisonious,Convex,Scaly,Brown,True,Pungent,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Scaly,Brown,True,Pungent,Free
Edible,Bell,Smooth,yellow,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Smooth,yellow,True,Almond,Free
Edible,Convex,Fibrous,Gray,False,None,Free,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,,,,,,Fibrous,Gray,False,None,Free
Poisonious,Convex,Scaly,White,True,Pungent,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,,,,,,Scaly,White,True,Pungent,Free
Edible,Convex,Scaly,yellow,True,Anise,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,,,,,,Scaly,yellow,True,Anise,Free
Edible,Flat,Fibrous,Brown,False,None,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Fibrous,Brown,False,None,Free
Edible,Bell,Smooth,White,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Fibrous,White,True,Anise,Free,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Fibrous,White,True,Anise,Free
Edible,Convex,Scaly,White,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,White,True,Anise,Free
Edible,Bell,Scaly,yellow,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,yellow,True,Anise,Free
Edible,Convex,Scaly,yellow,True,Anise,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,,,,,,Scaly,yellow,True,Anise,Free
Edible,Flat,Scaly,yellow,True,Almond,Free,c,b,p,e,r,s,y,w,w,p,w,o,p,k,s,p,,,,,,Scaly,yellow,True,Almond,Free
Edible,Flat,Scaly,yellow,True,Almond,Free,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,,,,,,Scaly,yellow,True,Almond,Free
Edible,Convex,Smooth,White,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Smooth,White,True,Almond,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Smooth,White,True,Almond,Free
Poisonious,Convex,Smooth,White,True,Pungent,Free,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Smooth,White,True,Pungent,Free
Edible,Flat,Fibrous,White,True,Almond,Free,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,,,,,,Fibrous,White,True,Almond,Free
Edible,Convex,Smooth,White,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Smooth,White,True,Anise,Free,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Scaly,White,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Scaly,White,True,Almond,Free
Edible,Flat,Scaly,yellow,True,Anise,Free,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,,,,,,Scaly,yellow,True,Anise,Free
Edible,Convex,Smooth,Brown,False,None,Free,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,,,,,,Smooth,Brown,False,None,Free
Edible,Flat,Scaly,yellow,True,Almond,Free,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,,,,,,Scaly,yellow,True,Almond,Free
Poisonious,Convex,Smooth,Brown,True,Pungent,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g,,,,,,Smooth,Brown,True,Pungent,Free
Edible,Sunken,Fibrous,Brown,False,None,Free,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Fibrous,Brown,False,None,Free
Edible,Bell,Scaly,yellow,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Scaly,yellow,True,Anise,Free
Edible,Bell,Smooth,White,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Smooth,White,True,Anise,Free
Edible,Bell,Scaly,White,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Scaly,White,True,Anise,Free
Edible,Flat,Fibrous,Brown,False,None,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Smooth,White,True,Almond,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Smooth,White,True,Almond,Free
Edible,Bell,Scaly,White,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,,,,,,Scaly,White,True,Anise,Free
Edible,Bell,Scaly,White,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Scaly,White,True,Almond,Free
Edible,Flat,Scaly,Brown,True,Anise,Free,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,g,,,,,,Scaly,Brown,True,Anise,Free
Poisonious,Convex,Scaly,White,True,Pungent,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,,,,,,Scaly,White,True,Pungent,Free
Edible,Convex,Smooth,White,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Smooth,White,True,Almond,Free
Edible,Convex,Scaly,White,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Scaly,White,True,Almond,Free
Edible,Flat,Fibrous,White,True,Anise,Free,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,,,,,,Fibrous,White,True,Anise,Free
Edible,Flat,Fibrous,Gray,False,None,Free,c,n,g,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Fibrous,Gray,False,None,Free
Edible,Flat,Smooth,Gray,False,None,Free,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,,,,,,Smooth,Gray,False,None,Free
Edible,Convex,Scaly,yellow,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Scaly,yellow,True,Almond,Free
Edible,Bell,Smooth,White,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Smooth,White,True,Almond,Free
Poisonious,Flat,Scaly,Brown,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,,,,,,Scaly,Brown,True,Pungent,Free
Edible,Convex,Smooth,White,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Smooth,White,True,Anise,Free
Poisonious,Flat,Smooth,Brown,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Smooth,Brown,True,Pungent,Free
Edible,Convex,Scaly,White,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,White,True,Anise,Free
Edible,Convex,Scaly,yellow,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Scaly,yellow,True,Almond,Free
Edible,Flat,Scaly,yellow,True,Almond,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,,,,,,Scaly,yellow,True,Almond,Free
Edible,Convex,Scaly,Brown,True,Almond,Free,c,b,w,e,r,s,y,w,w,p,w,o,p,n,s,p,,,,,,Scaly,Brown,True,Almond,Free
Edible,Flat,Scaly,Brown,True,Almond,Free,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,,,,,,Scaly,Brown,True,Almond,Free
Edible,Convex,Scaly,White,True,Almond,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Scaly,White,True,Almond,Free
Edible,Flat,Fibrous,Brown,False,None,Free,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Smooth,yellow,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Smooth,yellow,True,Anise,Free
Poisonious,Convex,Scaly,White,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,White,True,Pungent,Free
Edible,Bell,Scaly,yellow,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Scaly,yellow,True,Almond,Free
Edible,Sunken,Fibrous,Brown,False,None,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Fibrous,Brown,False,None,Free
Edible,Convex,Smooth,yellow,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Smooth,yellow,True,Anise,Free
Edible,Bell,Scaly,White,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Scaly,White,True,Anise,Free
Edible,Flat,Scaly,Brown,True,Almond,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,,,,,,Scaly,Brown,True,Almond,Free
Edible,Bell,Scaly,yellow,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Scaly,yellow,True,Almond,Free
Edible,Bell,Scaly,White,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,White,True,Almond,Free
Edible,Convex,Scaly,Brown,True,Anise,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,,,,,,Scaly,Brown,True,Anise,Free
Edible,Flat,Fibrous,Gray,False,None,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,,,,,,Fibrous,Gray,False,None,Free
Edible,Convex,Fibrous,Gray,False,None,Free,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,,,,,,Fibrous,Gray,False,None,Free
Edible,Bell,Scaly,yellow,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,yellow,True,Anise,Free
Edible,Convex,Smooth,yellow,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Smooth,yellow,True,Anise,Free
Edible,Bell,Scaly,White,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,White,True,Anise,Free
Edible,Convex,Smooth,White,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Smooth,White,True,Almond,Free
Edible,Bell,Smooth,yellow,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Smooth,yellow,True,Almond,Free
Edible,Convex,Smooth,yellow,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Smooth,yellow,True,Almond,Free
Edible,Convex,Fibrous,Gray,False,None,Free,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,,,,,,Fibrous,Gray,False,None,Free
Edible,Flat,Smooth,yellow,True,Almond,Free,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Smooth,yellow,True,Almond,Free
Poisonious,Convex,Scaly,White,True,Pungent,Free,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,White,True,Pungent,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,,,,,,Fibrous,White,False,None,Free
Edible,Bell,Scaly,White,True,Almond,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,White,True,Almond,Free
Edible,Convex,Smooth,yellow,True,Anise,Free,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Smooth,yellow,True,Anise,Free
Edible,Bell,Scaly,White,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,White,True,Almond,Free
Edible,Convex,Scaly,White,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,White,True,Anise,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Bell,Scaly,White,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Scaly,White,True,Anise,Free
Edible,Convex,Smooth,yellow,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Smooth,yellow,True,Anise,Free
Edible,Flat,Scaly,Brown,True,Almond,Free,c,b,p,e,r,s,y,w,w,p,w,o,p,k,y,g,,,,,,Scaly,Brown,True,Almond,Free
Edible,Convex,Fibrous,White,False,None,Free,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,,,,,,Fibrous,White,False,None,Free
Edible,Convex,Smooth,yellow,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Smooth,yellow,True,Anise,Free
Poisonious,Convex,Scaly,White,True,Pungent,Free,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,,,,,,Scaly,White,True,Pungent,Free
Edible,Convex,Scaly,yellow,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,yellow,True,Anise,Free
Edible,Convex,Fibrous,White,True,Almond,Free,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Fibrous,White,True,Almond,Free
Edible,Bell,Smooth,yellow,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Smooth,yellow,True,Almond,Free
Poisonious,Convex,Scaly,White,True,Pungent,Free,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Scaly,White,True,Pungent,Free
Edible,Convex,Smooth,yellow,True,Almond,Free,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Smooth,yellow,True,Almond,Free
Edible,Convex,Scaly,White,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,,,,,,Scaly,White,True,Almond,Free
Edible,Convex,Fibrous,White,True,Anise,Free,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Fibrous,White,True,Anise,Free
Edible,Flat,Smooth,White,True,Anise,Free,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Smooth,White,True,Anise,Free
Edible,Convex,Scaly,yellow,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Scaly,yellow,True,Anise,Free
Edible,Flat,Fibrous,yellow,True,Almond,Free,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,,,,,,Fibrous,yellow,True,Almond,Free
Edible,Convex,Smooth,White,True,Almond,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Smooth,White,True,Almond,Free
Edible,Bell,Scaly,yellow,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Scaly,yellow,True,Almond,Free
Edible,Convex,Scaly,Brown,True,Anise,Free,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,,,,,,Scaly,Brown,True,Anise,Free
Edible,Bell,Scaly,White,True,Anise,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,,,,,,Scaly,White,True,Anise,Free
Edible,Convex,Smooth,yellow,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m,,,,,,Smooth,yellow,True,Almond,Free
Poisonious,Convex,Scaly,Brown,True,Pungent,Free,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Scaly,Brown,True,Pungent,Free
Edible,Bell,Smooth,yellow,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,,,,,,Smooth,yellow,True,Anise,Free
Edible,Bell,Scaly,White,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,,,,,,Scaly,White,True,Almond,Free
Poisonious,Convex,Scaly,Brown,True,Pungent,Free,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,,,,,,Scaly,Brown,True,Pungent,Free
Edible,Bell,Smooth,White,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Smooth,White,True,Anise,Free
Edible,Bell,Scaly,yellow,True,Anise,Free,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,,,,,,Scaly,yellow,True,Anise,Free
Edible,Bell,Scaly,yellow,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,,,,,,Scaly,yellow,True,Almond,Free
Edible,Convex,Scaly,White,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,,,,,,Scaly,White,True,Anise,Free
Edible,Convex,Fibrous,Brown,True,None,Free,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,,,,,,Fibrous,Brown,True,None,Free
Edible,Convex,Scaly,Brown,True,Almond,Free,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g,,,,,,Scaly,Brown,True,Almond,Free
Edible,Bell,Smooth,yellow,True,Anise,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Smooth,yellow,True,Anise,Free
Edible,Convex,Fibrous,Gray,False,None,Free,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,,,,,,Fibrous,Gray,False,None,Free
Edible,Convex,Scaly,Brown,True,Anise,Free,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,,,,,,Scaly,Brown,True,Anise,Free
Edible,Convex,Smooth,White,True,Almond,Free,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Smooth,White,True,Almond,Free
Edible,Bell,Scaly,White,True,Almond,Free,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,,,,,,Scaly,White,True,Almond,Free
Edible,Convex,Smooth,yellow,True,Almond,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,,,,,,Smooth,yellow,True,Almond,Free
Edible,Flat,Fibrous,yellow,True,Almond,Free,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,,,,,,Fibrous,yellow,True,Almond,Free
Edible,Bell,Scaly,yellow,True,Anise,Free,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,,,,,,Scaly,yellow,True,Anise,Free
